Dst Port,Protocol,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Mean,Flow Byts/s,Flow IAT Std,Flow IAT Min,Fwd IAT Tot,Fwd IAT Std,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,Down/Up Ratio,Pkt Size Avg,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Std,Active Min,Idle Std,Idle Min,Label
0.0012276528811478555,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,3.063106042877517e-05,2.2583333333333335e-05,0.0,2.5808663520739784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002459961143182592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003448486328125,0.0,0.0,0.8,0.0,0.0,0.0,0.0,DoS attack
0.0012276528811478555,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.057342995356918995,0.042277216666666666,0.0,0.04831520854066769,0.0,0.0,0.0,0.0,0.0,0.0,1.2505879332548795e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.031280517578125,0.0,0.0,0.5,0.0,0.0,0.0,0.04831520992105624,DDoS attack
0.00032225888130131206,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,3.390892298388395e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111110893978232,0.33333334375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.41021728515625,1.52587890625e-05,0.0,1.0,0.0,0.0,0.0,0.0,DoS attack
0.00679812782935625,0.3529411764705882,0.06454183303860518,0.11733833692358307,0.0,0.34958811206761886,0.00013268826095779221,0.0013220964726134887,1.1302974327961316e-08,0.004062675,0.0026603733645348625,1.6189936525925327e-07,0.000739525,0.0008379472217953988,0.0006541972472745885,9.523492164770624e-09,0.0,0.0,6.83096311108015e-06,1.435835552215576e-05,0.0,0.40594127483872167,0.16478831388956336,0.0,1.0,1.0,0.0,0.0,0.0,0.32342030075957934,0.1250152587890625,0.0026397705078125,0.039603960396039604,0.5,0.0,0.0,0.0,0.0,Benign
0.7604542315660248,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,2.3736246088718764e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873009376782786,0.047619046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0144500732421875,0.00390625,0.0,0.5,0.0,0.0,0.0,0.0,Benign
0.0012276528811478555,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,4.573183413093148e-05,3.371666666666667e-05,0.0,3.8532048931702274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001647654416020052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4995574951171875,0.0,0.0,0.5,0.0,0.0,0.0,0.0,DDoS attack
0.7921737128826825,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,1.1302974327961316e-08,8.333333333333334e-09,0.0,9.523492074073721e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666645503351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07415771484375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,Benign
0.0012276528811478555,0.3529411764705882,0.4548863567723954,0.39637881411853715,0.0,0.3814581145490486,2.9002076780641233e-05,0.005762792514895047,5.651487163980658e-08,0.47568375,0.010308702332506824,2.7522892094073056e-06,0.4756973583333333,0.017483324040378494,0.011521073216807757,2.5713428844880683e-07,0.0,0.0,8.870760780268893e-07,1.8218865394592285e-06,0.0,0.281539963994032,0.07926475012719093,0.0,1.0,1.0,0.0,0.0,0.0,0.5475179735136245,0.1250152587890625,0.0187530517578125,1.0,0.5,0.0,0.0,0.0,0.0,Web attack
0.0012276528811478555,0.3529411764705882,0.15312866269943584,0.3534178443687125,0.0,0.09058327495002731,2.9711065911627435e-06,0.026035501695997887,6.78178459677679e-08,3.9141666666666665e-05,3.325440775491842e-05,2.8189536539258213e-06,0.04174398333333333,0.09003969971504514,0.0476639354656172,1.3047184265735756e-05,0.0,0.0,2.5982343570446923e-07,7.985172867774963e-07,0.0,0.20325142633224597,0.04131114333760768,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.15812272383552814,0.41021728515625,0.00335693359375,0.009900990099009901,0.8,0.0,0.0,0.0,0.0,DoS attack
0.7596409115322643,0.3529411764705882,0.236653387808219,0.6106603453788463,0.0,0.08565729625183852,0.0034374955357142855,2.2500207178871164e-05,9.042379462369053e-08,3.929166666666667e-05,4.612229920088163e-05,1.0475841281481093e-07,3.425833333333334e-05,0.0,3.9151076289372035e-05,3.9151076289372035e-05,0.0,0.0,0.00035347546477278044,0.0004241781616210937,0.0,0.26402856610139464,0.06971108830325927,0.0,1.0,1.0,0.0,0.0,0.0,0.19679597764649512,1.0,0.5000152587890625,0.009900990099009901,0.5,0.0,0.0,0.0,0.0,Benign
