Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Threat,Label
0.007949568651045734,0.3529411764705882,0.002602717992396874,0.0099009900990099,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5966192045698e-06,0.0014085373620230184,0.011384306732758406,0.003497576145565354,1.3961397562255154e-08,0.002607901061359975,0.0021128269556311427,0.013946726361581785,0.003498246475434556,1.3961397562255154e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016699410609037325,0.013384321223709368,9.889277364588589e-06,3.3039611189855515e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1250152587890625,0.1302258010166291,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
0.008932099607916555,1.0,0.7694643720639244,0.02475247524752475,0.0,0.05337226424892681,0.0,0.5347593582887701,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.080434048675992e-05,2.222400938759793e-08,0.24985260025366618,0.9999837209231284,0.48532833450989876,0.055890587833363765,0.7709941495223688,0.24985261072677123,0.9999793084862343,0.48532834045852974,0.055890587833363765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011787819253438112,0.0,4.444801927759663e-08,0.0,1.0,0.25839793281653745,0.6256118504209123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727510750300057,1.0,0.0,0.0,0.0,0.04950495049504951,0.2,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,0.2937316294341274,1.0,0.48532834045852974,0.09903384740023007,Malicious,Web attack
0.060541771142458414,0.3529411764705882,0.01707389916855549,0.034653465346534656,0.06730769230769232,0.018431221920629393,0.0075230303966753375,0.6042780748663101,0.0,0.259,0.45714352098742306,0.593798449612403,0.0,0.11177073732203359,0.6096073962641975,0.001140678283950012,3.766086788435005e-06,0.0019800092292576997,0.016039004815142914,0.011017732406386272,1.2286029854784537e-06,0.017107852331202635,0.003960046326020462,0.025748771850956757,0.01351200677349543,6.310551698139329e-06,0.020574692862003467,0.041460436562031654,0.040302666090884516,0.02637786485717671,0.962147624378727,0.0,0.0,0.04223968565815324,0.07265774378585085,4.0066097187325435e-06,3.525563863574781e-06,0.0,0.593798449612403,0.19276665141094357,0.37953229981879105,0.14404476588394138,0.0,1.0,0.0,0.0,0.0,0.20495017137025637,0.259,0.11177073732203359,0.9802398681640625,0.9999999999999999,0.04950495049504951,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
0.0,0.0,1.0,0.2722772277227723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2796835111314843e-07,0.029705242547887464,0.8015527405207304,1.0,1.9545956587157217e-07,0.9999999999999999,0.029705256094557028,0.8015492036622688,1.0,1.9545956587157217e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5593670737979873e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004308078228371246,0.01884985295456242,0.005011759336231584,0.003604397120510909,0.8041173063662499,1.0,1.0,0.4169076842553108,Malicious,Botnet
0.0014291359372666488,0.3529411764705882,0.0002592433220671914,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3158393431829294e-05,0.00042089421787435506,0.0,0.0003484423017909597,0.0004209082137068684,0.0002597673390157517,0.00042090817339430917,0.0,0.00034845385587215275,0.0004209082137068684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009823182711198428,0.0,6.63167876132444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4995574951171875,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DDoS attack
0.0014291359372666488,0.3529411764705882,0.00014735773267467384,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8341968251481965e-05,0.00023924248905346962,0.0,0.0001980597500079572,0.00023925647002436657,0.00014765931035932525,0.0002392564471095355,0.0,0.0001980713058272881,0.00023925647002436657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009823182711198428,0.0,0.0001166839378218551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4995574951171875,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DDoS attack
0.0014291359372666488,0.3529411764705882,0.4864519450206854,1.0,1.0,1.0,1.0,0.7272727272727273,0.0,0.5549753694582,0.7004005356542213,0.9999999999999999,0.0,1.0,0.46451981383429386,0.004000515742468869,2.702209913229768e-06,0.002580961686562657,0.023630339777184282,0.011750678308989248,3.4903493905637885e-07,0.48739907662126986,0.003909634390147658,0.027084733741347247,0.011750689731282161,5.682288807837848e-06,0.6380337031764185,0.0748959193093289,0.05570335993209332,0.02820701070672383,0.00019765972088410917,0.0,0.0,0.9999999999999999,1.0,3.565948503785397e-06,1.8384713422e-06,0.0,0.9999999999999999,1.0,0.9998877171169518,0.9997754418314705,1.0,1.0,0.0,0.0,0.0,1.0,0.5549753694582,1.0,0.1250152587890625,0.0204247716717159,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Web attack
0.0,0.0,0.039913909168449356,0.01485148514851485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195895749860418e-07,0.021600718852346257,0.03733193111783431,0.022232588355978994,0.012396199242948292,0.039993270457734015,0.02160073251216629,0.03733176639036251,0.022232599657120853,0.012396199242948292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.391791594574164e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
0.0014291359372666488,0.3529411764705882,0.00036202224485709,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3741666280391016e-05,0.0005877608278864389,0.0,0.00048658481650239204,0.000587774837370942,0.00036275059614445895,0.0005877747810767021,0.0,0.00048659636898691893,0.000587774837370942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015717092337917484,0.0,4.748333309749127e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003448486328125,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS attack
0.008932099607916555,1.0,0.7694669260582407,0.02475247524752475,0.0,0.05337226424892681,0.0,0.5347593582887701,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.080423824182636e-05,2.2223898087596675e-08,0.24985342956061352,1.0,0.48533300398579765,0.05585072804332353,0.7709967085942703,0.249853440033707,1.0,0.4853330099343746,0.05585072804332353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011787819253438112,0.0,4.444779667759159e-08,0.0,1.0,0.25839793281653745,0.6256118504209123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727510750300057,1.0,0.0,0.0,0.0,0.04950495049504951,0.2,0.9999940980778129,0.0,0.9999940980778129,0.9999940980778129,0.2937424609629721,0.999999713274784,0.4853330099343746,0.09907240104152655,Malicious,Web attack
